0,-4.75,,,0.75
0.014518023,-4.75,,,0.75
0.028946638,-4.75,,,0.75
0.041175604,-4.77,,,0.73
0.053121805,-4.78,,,0.72
0.06290555,-4.78,,,0.72
0.069268227,-4.78,,,0.72
0.088704348,-4.82,,,0.68
0.097799063,-4.81,,,0.69
0.105710506,-4.82,,,0.68
0.121632099,-4.8,,,0.7
0.131014109,-4.8,,,0.7
0.146985292,-4.81,,,0.69
0.155041695,-4.79,,,0.71
0.17220068,-4.78,,,0.72
0.179691315,-4.75,,,0.75
0.195830107,-4.76,,,0.74
0.204879522,-4.75,,,0.75
0.220075846,-4.76,,,0.74
0.230714321,-4.78,,,0.72
0.236695051,-4.8,,,0.7
0.256244183,-4.83,,,0.67
0.268040419,-4.86,,,0.64
0.280931234,-4.89,,,0.61
0.292470932,-4.92,,,0.58
0.304475546,-4.95,,,0.55
0.316366434,-4.98,,,0.52
0.327440977,-5,,,0.5
0.334281921,-5.02,,,0.48
0.352677345,-5.03,,,0.47
0.364171743,-5.07,,,0.43
0.371991634,-5.08,,,0.42
0.388170004,-5.12,,,0.38
0.396153688,-5.12,,,0.38
0.404399633,-5.12,,,0.38
0.421250105,-5.03,,,0.47
0.430962324,-4.91,,,0.59
0.447674274,-5.12,,,0.38
0.456161022,-5.11,,,0.39
0.472287178,-5.17,,,0.33
0.4815166,-5.29,,,0.21
0.488893032,-5.31,,,0.19
0.507163286,-5.34,,,0.16
0.521176338,-5.35,,,0.15
0.531937361,-5.36,,,0.14
0.544225693,-5.41,,,0.09
0.556517839,-5.36,,,0.14
0.564998865,-5.31,,,0.19
0.579060316,-5.27,,,0.23
0.5914464,-5.28,,,0.22
0.602993488,-5.33,,,0.17
0.6143682,-5.26,,,0.24
0.622423172,-5.35,,,0.15
0.638724566,-5.36,,,0.14
0.651212931,-5.38,,,0.12
0.663927794,-5.44,,,0.06
0.67635107,-5.45,,,0.05
0.683086395,-5.48,,,0.02
0.69933033,-5.49,,,0.01
0.71105504,-5.53,,,-0.03
0.723448515,-5.59,,,-0.09
0.734610796,-5.59,,,-0.09
0.747842312,-5.59,,,-0.09
0.759902477,-5.48,,,0.02
0.771778584,-5.45,,,0.05
0.781822443,-5.4,,,0.1
0.788803339,-5.36,,,0.14
0.806774616,-5.29,,,0.21
0.82020402,-5.27,,,0.23
0.831189632,-5.3,,,0.2
0.837463856,-5.35,,,0.15
0.855432749,-5.31,,,0.19
0.866650105,-5.34,,,0.16
0.890272856,-5.36,,,0.14
0.892279863,-5.36,,,0.14
0.904493332,-5.46,,,0.04
0.914748669,-5.36,,,0.14
0.926691055,-5.37,,,0.13
0.938818932,-5.33,,,0.17
0.950824261,-5.32,,,0.18
0.964146376,-5.35,,,0.15
0.97287941,-5.21,,,0.29
0.987614155,-5.26,,,0.24
0.99808979,-5.23,,,0.27
1.011306286,-5.28,,,0.22
1.023452044,-5.33,,,0.17
1.03435111,-5.37,,,0.13
1.047777176,-5.39,,,0.11
1.060030937,-5.41,,,0.09
1.070227146,-5.43,,,0.07
1.08141923,-5.45,,,0.05
1.094361544,-5.44,,,0.06
1.107674837,-5.38,,,0.12
1.119824886,-5.34,,,0.16
1.131578207,-5.35,,,0.15
1.143538952,-5.32,,,0.18
1.155889273,-5.31,,,0.19
1.167459011,-5.3,,,0.2
1.179899931,-5.3,,,0.2
1.191771984,-5.27,,,0.23
1.200531006,-5.23,,,0.27
1.214560747,-5.22,,,0.28
1.226686478,-5.2,,,0.3
1.239365101,-5.2,,,0.3
1.249563932,-5.18,,,0.32
1.256957054,-5.18,,,0.32
1.272931576,-5.17,,,0.33
1.282849073,-5.16,,,0.34
1.299649477,-5.13,,,0.37
1.308088303,-5.1,,,0.4
1.320384741,-5.07,,,0.43
1.332990408,-5.06,,,0.44
1.34736824,-5.04,,,0.46
1.357975245,-5.03,,,0.47
1.367334366,-5.01,,,0.49
1.383687019,-4.96,,,0.54
1.39177227,-4.96,,,0.54
1.401549101,-4.9,,,0.6
1.416896582,-4.86,,,0.64
1.426801205,-4.8,,,0.7
1.44175005,-4.77,,,0.73
1.451954603,-4.72,,,0.78
1.466022968,-5.06,,,0.44
1.478625298,-4.87,,,0.63
1.484782696,-4.66,,,0.84
1.501447439,-4.69,,,0.81
1.515223026,-4.81,,,0.69
1.526237011,-4.73,,,0.77
1.535307646,-4.8,,,0.7
1.551170826,-4.72,,,0.78
1.560547352,-4.64,,,0.86
1.574291468,-4.87,,,0.63
1.586223125,-4.7,,,0.8
1.598364353,-4.71,,,0.79
1.605302811,-4.65,,,0.85
1.621953011,-4.62,,,0.88
1.632925272,-4.55,,,0.95
1.647233963,-4.53,,,0.97
1.655691147,-4.57,,,0.93
1.667918444,-4.51,,,0.99
1.68286109,-4.52,,,0.98
1.689530849,-4.49,,,1.01
1.706616879,-4.49,,,1.01
1.718444586,-4.57,,,0.93
1.732876301,-4.6,,,0.9
1.743204117,-4.66,,,0.84
1.755331278,-4.69,,,0.81
1.767148972,-4.66,,,0.84
1.7740376,-4.71,,,0.79
1.790612221,-4.65,,,0.85
1.801542521,-4.65,,,0.85
1.815448284,-4.6,,,0.9
1.824522495,-4.67,,,0.83
1.838323832,-4.61,,,0.89
1.849495649,-4.61,,,0.89
1.856334448,-4.61,,,0.89
1.873632669,-4.63,,,0.87
1.886575699,-4.61,,,0.89
1.897684097,-4.63,,,0.87
1.911157608,-4.58,,,0.92
1.921802044,-4.65,,,0.85
1.934796333,-4.69,,,0.81
1.946314573,-4.68,,,0.82
1.957625389,-4.68,,,0.82
1.966187,-4.54,,,0.96
1.98191309,-4.65,,,0.85
1.993606806,-4.6,,,0.9
2.006085634,-4.56,,,0.94
2.017395496,-4.56,,,0.94
2.023846388,-4.5,,,1
2.040652275,-4.54,,,0.96
2.048935413,-4.49,,,1.01
2.065573215,-4.55,,,0.95
2.073255539,-4.55,,,0.95
2.089890242,-4.55,,,0.95
2.101452827,-4.58,,,0.92
2.114527702,-4.58,,,0.92
2.125521421,-4.65,,,0.85
2.138410568,-4.68,,,0.82
2.149041414,-4.68,,,0.82
2.162797689,-4.6,,,0.9
2.170954704,-4.61,,,0.89
2.186428547,-4.67,,,0.83
2.199110031,-4.66,,,0.84
2.207268238,-4.67,,,0.83
2.21669507,-4.64,,,0.86
2.233896494,-4.61,,,0.89
2.240529537,-4.59,,,0.91
2.258091927,-4.6,,,0.9
2.266095161,-4.61,,,0.89
2.28277874,-4.6,,,0.9
2.294999838,-4.65,,,0.85
2.299007893,-4.67,,,0.83
2.318121195,-4.72,,,0.78
2.326134443,-4.76,,,0.74
2.342995405,-4.8,,,0.7
2.353379965,-4.82,,,0.68
2.366218567,-4.84,,,0.66
2.377760172,-4.85,,,0.65
2.390704393,-4.85,,,0.65
2.40219903,-4.85,,,0.65
2.413569927,-4.82,,,0.68
2.426413298,-4.8,,,0.7
2.436901093,-4.79,,,0.71
2.450825691,-4.8,,,0.7
2.462842226,-4.8,,,0.7
2.467475176,-4.84,,,0.66
2.48315239,-4.88,,,0.62
2.497370481,-4.88,,,0.62
2.507588625,-4.9,,,0.6
2.51692605,-4.9,,,0.6
2.53334856,-4.96,,,0.54
2.540612221,-5.01,,,0.49
2.559740067,-5.03,,,0.47
2.566068172,-5.11,,,0.39
2.582803011,-5.14,,,0.36
2.59421277,-5.21,,,0.29
2.606558323,-5.23,,,0.27
2.616306543,-5.24,,,0.26
2.629426003,-5.11,,,0.39
2.641002655,-4.95,,,0.55
2.653860092,-5.07,,,0.43
2.666256428,-5.2,,,0.3
2.675889492,-5.21,,,0.29
2.690339088,-5.17,,,0.33
2.702556133,-5.19,,,0.31
2.713049412,-5.22,,,0.28
2.7243402,-5.33,,,0.17
2.733016014,-5.34,,,0.16
2.750123739,-5.42,,,0.08
2.756615639,-5.46,,,0.04
2.774521589,-5.46,,,0.04
2.784877539,-5.44,,,0.06
2.797634602,-5.43,,,0.07
2.808994055,-5.44,,,0.06
2.816282988,-5.39,,,0.11
2.833439112,-5.33,,,0.17
2.845246792,-5.38,,,0.12
2.857830286,-5.33,,,0.17
2.867373466,-5.37,,,0.13
2.875426769,-5.42,,,0.08
2.893181324,-5.39,,,0.11
2.905833006,-5.44,,,0.06
2.916438818,-5.48,,,0.02
2.930224419,-5.45,,,0.05
2.9419837,-5.46,,,0.04
2.954218149,-5.45,,,0.05
2.966232538,-5.4,,,0.1
2.977468252,-5.49,,,0.01
2.988467932,-5.48,,,0.02
3.002225876,-5.42,,,0.08
3.012476206,-5.47,,,0.03
3.020930767,-5.39,,,0.11
3.037332535,-5.41,,,0.09
3.050094843,-5.34,,,0.16
3.062113285,-5.38,,,0.12
3.07046175,-5.35,,,0.15
3.083590984,-5.38,,,0.12
3.095628262,-5.4,,,0.1
3.109853745,-5.35,,,0.15
3.120078564,-5.42,,,0.08
3.133759022,-5.35,,,0.15
3.145758152,-5.43,,,0.07
3.15741086,-5.48,,,0.02
3.1684165,-5.49,,,0.01
3.181870222,-5.5,,,0
3.193374872,-5.47,,,0.03
3.205222368,-5.47,,,0.03
3.216745853,-5.35,,,0.15
3.228846073,-5.38,,,0.12
3.240519524,-5.33,,,0.17
3.253144741,-5.32,,,0.18
3.265160322,-5.3,,,0.2
3.277896404,-5.31,,,0.19
3.285651922,-5.25,,,0.25
3.300339699,-5.31,,,0.19
3.312384605,-5.28,,,0.22
3.324873447,-5.32,,,0.18
3.333995819,-5.35,,,0.15
3.347872257,-5.37,,,0.13
3.360216379,-5.37,,,0.13
